x [m],y [m],z [m],stn. height above GW table [m],dg/dH (x-component) [uGal/m],dg/dH (y-component) [uGal/m],dg/dH (z-component) [uGal/m],dg/dH [uGal/m]
2605957.0,1115619.0,2462.0,5.0,-0.6736781927467175,14.74089259724437,28.603519965283045,32.185541960253246
2605977.0,1115619.0,2474.0,5.0,0.12880758044514595,15.725237260812246,31.890825732977387,35.55734023001089
2605997.0,1115619.0,2484.0,5.0,0.727220598407687,14.279822650990402,30.15672245165465,33.37469241459191
2606017.0,1115619.0,2495.0,5.0,3.1248919040277907,14.117495161751087,26.456730631737468,30.150078188526138
2606037.0,1115619.0,2507.0,5.0,5.8039581256023585,13.97117737662269,27.33291547774448,31.24048648350923
2606057.0,1115619.0,2520.0,5.0,3.521371624930656,11.700707979584445,14.794948737707289,19.188463552243164
2606077.0,1115619.0,2541.0,5.0,14.820416258213935,19.609188386983032,29.026968161127876,38.03590261700192
2606097.0,1115619.0,2558.0,5.0,3.2260016338854007,24.652509131946882,36.22168944110416,43.9336326634886
2606117.0,1115619.0,2569.0,5.0,0.7869109780132519,22.828188935785548,30.392812692332004,38.019317488961015
2606137.0,1115619.0,2586.0,5.0,5.952837491001558,26.80182795835532,35.986965154283624,45.26406872033461
2606157.0,1115619.0,2601.0,5.0,6.550035629112888,25.696597219994615,45.05893558928052,52.283130662463336
2606177.0,1115619.0,2611.0,5.0,1.3559721951354538,24.073469585648773,51.51013145973478,56.87410870936173
2606197.0,1115619.0,2616.0,5.0,-14.805490748167031,0.4661014523407647,57.4441201899513,59.32323955462568
2606217.0,1115619.0,2610.0,5.0,-16.70376642778678,-7.238809933468063,40.712925882969266,44.59774115444729
2606237.0,1115619.0,2605.0,5.0,-15.654694094204773,-1.656665582226459,31.263432537732456,35.0030884648171
2606257.0,1115619.0,2606.0,5.0,-17.2659455077074,1.817511328761628,31.75857161596359,36.19424115507309
2606277.0,1115619.0,2610.0,5.0,-18.83392721260513,2.8806206193386643,32.87202172292576,37.99453383784001
2606297.0,1115619.0,2614.0,5.0,-19.814335790771885,2.9773363441904483,33.79551624834168,39.2887942424787
2606317.0,1115619.0,2619.0,5.0,-24.462251860891982,0.8369183456430648,38.80300588902453,45.87783195015497
2606337.0,1115619.0,2615.0,5.0,-22.88135982246837,-1.4939587475257674,19.762975057421666,30.271500180612943
2606357.0,1115619.0,2620.0,5.0,-29.10819323371163,-10.709055661654578,31.407290111599185,44.14055571296841
2606377.0,1115619.0,2603.0,5.0,-11.945298832933146,-8.151969833249327,15.431855627035171,21.149159426888296
2606397.0,1115619.0,2599.0,5.0,-10.472859517090695,4.319885009817739,18.603928202337194,21.781835035654883
2606417.0,1115619.0,2603.0,5.0,-13.836211950594414,5.58276257559812,25.23748211289833,29.317887074551155
2606437.0,1115619.0,2607.0,5.0,-15.706136860114412,5.363023084103571,27.917049343023557,32.47778310922845
2606457.0,1115619.0,2610.0,5.0,-16.12958380753526,5.131778607881974,29.090436801202692,33.656383328714725
2606477.0,1115619.0,2614.0,5.0,-16.480999654930752,4.853649209083934,31.51998417719255,35.89833788354465
2606497.0,1115619.0,2616.0,5.0,-16.609180658097163,1.8023555746023607,31.186914587196586,35.379895551283134
2606517.0,1115619.0,2617.0,5.0,-16.206770327045817,-0.2816700742543293,31.547744812836992,35.46828083288259
2606537.0,1115619.0,2616.0,5.0,-12.07528387664283,-2.4984932004410703,29.49698804994194,31.970724936925937
2606557.0,1115619.0,2615.0,5.0,-6.341589983577643,-0.2910551292431932,23.253732043104495,24.104699345575245
2606577.0,1115619.0,2621.0,5.0,-7.51505623249107,9.179069143424975,21.416517807289857,24.48261864072638
2606597.0,1115619.0,2630.0,5.0,-22.348017036320705,1.7853004400360224,25.99616325923637,34.328146866933324
2606617.0,1115619.0,2631.0,5.0,-12.286959752320437,8.401816967785155,20.994070539550748,25.73540180636272
2606637.0,1115619.0,2638.0,5.0,-13.253716575825557,7.352248897776127,24.3174313709453,28.654040472641864
2606657.0,1115619.0,2649.0,5.0,-13.875545510289536,13.39411098942528,24.78056499086225,31.400786195117906
2606677.0,1115619.0,2662.0,5.0,-18.754327947761194,16.359798589099835,28.804586581835128,38.066678799161416
2606697.0,1115619.0,2669.0,5.0,-22.097251524713148,10.316716041481447,27.033109411316573,36.4075838153428
2606717.0,1115619.0,2679.0,5.0,-24.919415535987767,16.407214394923276,37.28658009639395,47.75419363931305
2606737.0,1115619.0,2680.0,5.0,-23.93883457373505,-4.736102171190683,35.963860062851786,43.46145067925132
2606757.0,1115619.0,2676.0,5.0,-19.09504331369995,2.982072186710418,25.032602376223466,31.625063089343197
2606777.0,1115619.0,2685.0,5.0,-23.396969403975163,13.080473702341767,30.36644535130709,40.50478950497242
2606797.0,1115619.0,2695.0,5.0,-35.93153641960278,7.952650091945868,35.04176064317018,50.81579421726475
2606817.0,1115619.0,2696.0,5.0,-32.4132383967899,-10.84407146428359,34.51240224778645,48.57280945346521
2606837.0,1115619.0,2691.0,5.0,-20.103622481545123,13.324318238095453,23.69545955969403,33.81076599451164
2606857.0,1115619.0,2699.0,5.0,-33.76230146864957,3.2664414899789973,33.53534008159958,47.69886450279475
2606877.0,1115619.0,2701.0,5.0,-31.075848572803526,-2.283532566476138,36.446277057839595,47.95053698217338
2606897.0,1115619.0,2689.0,5.0,-18.201542633407964,-11.010279624976494,18.581617697667046,28.24533462216713
2606917.0,1115619.0,2696.0,5.0,-17.086497353376775,17.307473062762448,17.92447547867937,30.212312669025806
2606937.0,1115619.0,2712.0,5.0,-34.68190141915811,12.842728007836557,34.91387448760234,50.86008828607675
2605957.0,1115639.0,2462.0,5.0,-0.7045658147493089,14.70613299087976,29.207526113598064,32.708505655398994
2605977.0,1115639.0,2474.0,5.0,-0.4822006351428503,16.48352952207227,30.30931601627591,34.50498370282241
2605997.0,1115639.0,2487.0,5.0,2.6878923639999197,18.19705802016234,31.449939744083395,36.43427501482745
2606017.0,1115639.0,2500.0,5.0,1.2157180797860705,20.090525203120436,33.328384614820486,38.934411443094135
2606037.0,1115639.0,2512.0,5.0,3.040870784462388,17.25051752106953,32.84599966596373,37.224816237679576
2606057.0,1115639.0,2526.0,5.0,2.785622487506569,19.384307835067787,25.46507634427655,32.124464137280256
2606077.0,1115639.0,2542.0,5.0,0.02064327664101493,21.55631037268635,29.867283736712427,36.83381029486011
2606097.0,1115639.0,2557.0,5.0,-0.4253814662581063,23.05578382062649,33.948733355906356,41.03981741486829
2606117.0,1115639.0,2573.0,5.0,3.158807548880985,23.561397700795776,37.83446351220555,44.682929134092646
2606137.0,1115639.0,2588.0,5.0,0.3665453147568548,28.10483886625845,35.89889853088954,45.59328063319446
2606157.0,1115639.0,2609.0,5.0,5.725413876793634,32.48596697932523,49.15464959932148,59.197111347383036
2606177.0,1115639.0,2616.0,5.0,7.776410949386506,9.704344654251146,64.91060860203672,66.0911036487441
2606197.0,1115639.0,2611.0,5.0,-12.873958297864055,-14.480166745748335,49.72601629031363,53.36750628748128
2606217.0,1115639.0,2602.0,5.0,-12.083515629247335,-8.940000237157548,39.46425934253611,42.22987946534527
2606237.0,1115639.0,2595.0,5.0,-10.682532761694858,-5.6094452838334625,29.62189749376962,31.98498387882039
2606257.0,1115639.0,2595.0,5.0,-13.198480249689016,0.17009234238789128,30.899612716106798,33.60081663162012
2606277.0,1115639.0,2597.0,5.0,-14.3157196589998,1.609361387328193,31.87278249432484,34.977194532446944
2606297.0,1115639.0,2601.0,5.0,-16.199788572857926,4.4989096820391445,34.27920740730376,38.18032737687555
2606317.0,1115639.0,2604.0,5.0,-21.465464209927283,-6.157062017469279,34.78548012802369,41.33648744356205
2606337.0,1115639.0,2594.0,5.0,-11.39523860109915,-8.439805045442158,18.617101680344682,23.402526507993613
2606357.0,1115639.0,2595.0,5.0,-21.317813030144126,0.6905708505204742,21.331079016088363,30.165227870486518
2606377.0,1115639.0,2590.0,5.0,-14.720984091082434,-5.202728625698084,21.865490824865084,26.867739889592865
2606397.0,1115639.0,2588.0,5.0,-11.623571519240317,7.447161001938286,22.582899510996775,26.467999020996345
2606417.0,1115639.0,2592.0,5.0,-13.491606354318252,5.540536151073569,28.505378739803692,32.019956276686045
2606437.0,1115639.0,2595.0,5.0,-14.063536025145813,5.10676795709267,29.245853738091753,32.85090691850102
2606457.0,1115639.0,2600.0,5.0,-15.389924505596591,6.246677591444284,31.2205003264418,35.36368756016215
2606477.0,1115639.0,2603.0,5.0,-16.96833598464235,3.6980942199287803,31.640392146005645,36.093139820472736
2606497.0,1115639.0,2605.0,5.0,-17.16684312213867,1.7052078801770019,31.720942549357837,36.108536842613795
2606517.0,1115639.0,2605.0,5.0,-16.705307915414103,0.9440527072521554,30.373291549083778,34.67701526355045
2606537.0,1115639.0,2606.0,5.0,-15.332370291336975,-0.36153882263711806,30.213990766892756,33.883587872786244
2606557.0,1115639.0,2607.0,5.0,-11.215583567399124,5.403889629650611,28.342878384850263,30.95658400122938
2606577.0,1115639.0,2612.0,5.0,-16.64535563119291,3.4009442064540667,29.74891828002318,34.25831905414795
2606597.0,1115639.0,2613.0,5.0,-11.102969328549529,1.9167457677048436,22.786562256042828,25.420016949192647
2606617.0,1115639.0,2620.0,5.0,-11.391659110866945,9.84769234434769,25.078481048509467,29.251959823361762
2606637.0,1115639.0,2627.0,5.0,-13.43557936778713,7.991556779905735,26.19357983611996,30.503825946031007
2606657.0,1115639.0,2637.0,5.0,-13.837388716448396,11.887871927576944,26.607947913668045,32.26108673980214
2606677.0,1115639.0,2647.0,5.0,-18.943338428624195,10.69588366095771,26.898908881874434,34.59484495044768
2606697.0,1115639.0,2656.0,5.0,-16.49021823567826,14.878409231960724,29.022399639886068,36.54578005175493
2606717.0,1115639.0,2665.0,5.0,-27.878404855132892,6.087504745661492,35.742828191551794,45.73634155052127
2606737.0,1115639.0,2661.0,5.0,-18.73530268153989,-0.31374400551187703,21.98763480605072,28.88885747540327
2606757.0,1115639.0,2664.0,5.0,-15.556623502756613,10.836465065732046,28.443486241608223,34.18288196603538
2606777.0,1115639.0,2671.0,5.0,-22.573678666937806,4.279321393447981,33.93943503324204,40.984982743954426
2606797.0,1115639.0,2673.0,5.0,-20.885485255783994,-1.0788614698617722,30.949084309958184,37.35255354143306
2606817.0,1115639.0,2670.0,5.0,-17.204434252771776,-4.435150608170415,23.41992844459724,29.39653325181655
2606837.0,1115639.0,2674.0,5.0,-22.350674474825034,3.535201427459636,25.12703045780346,33.81446374319266
2606857.0,1115639.0,2675.0,5.0,-20.24970895752895,0.41991216712565704,22.49014105981846,30.26604506676187
2606877.0,1115639.0,2675.0,5.0,-19.54701118390749,0.7657369296272066,21.31248047904096,28.92911722536139
2606897.0,1115639.0,2673.0,5.0,-16.901970243383413,-4.409652472372968,16.639840448603966,24.124798925386305
2606917.0,1115639.0,2680.0,5.0,-13.680492888245466,11.709608787308687,17.55720048684435,25.15007182002467
2606937.0,1115639.0,2691.0,5.0,-25.263727820243552,6.1783273278423545,25.520601816803822,36.43801296773964
2605957.0,1115659.0,2462.0,5.0,-0.7490958583886282,15.977090440245496,29.70314359971175,33.73581632695341
2605977.0,1115659.0,2475.0,5.0,0.7038187661888173,18.41673292193907,32.85584045787483,37.67197452439941
2605997.0,1115659.0,2488.0,5.0,-1.0560719676933301,18.30639692313286,34.87380162191366,39.400780396748786
2606017.0,1115659.0,2500.0,5.0,-2.393682116387645,17.786365448767473,28.709668729266937,33.85748940036268
2606037.0,1115659.0,2515.0,5.0,1.8148032282738613,17.32197857235338,33.04608812118517,37.35489783859084
2606057.0,1115659.0,2528.0,5.0,2.4077860255361365,20.08645658615576,27.6407838434927,34.25311815316927
2606077.0,1115659.0,2543.0,5.0,3.7328703640533183,21.07918403555289,30.72992948139087,37.45123344685447
2606097.0,1115659.0,2557.0,5.0,1.5143761040927504,21.975959945676546,32.33479928297636,39.125124858446085
2606117.0,1115659.0,2572.0,5.0,-2.974275402350292,23.794264953748044,35.06615739781705,42.48115762907912
2606137.0,1115659.0,2589.0,5.0,-2.85447930002813,27.55251662149448,38.06002559471429,47.0728666274142
2606157.0,1115659.0,2610.0,5.0,-4.38528543198967,36.01969780298172,47.93968604534238,60.123729560499996
2606177.0,1115659.0,2620.0,5.0,-14.205082425539468,1.8163876199926159,68.2910787184912,69.77646496661748
2606197.0,1115659.0,2602.0,5.0,-11.1862736714535,-10.80202475754307,36.49046794391757,39.665737208342705
