d,x,y,z
396.3575263,606572.3871,116034.6986,2467.870117
397.0293187,606572.8877,116034.2506,2467.97998
397.7011111,606573.3884,116033.8027,2468.050049
398.3729035,606573.889,116033.3547,2468.149902
399.0446959,606574.3897,116032.9068,2468.219971
399.7164884,606574.8903,116032.4588,2468.290039
400.3882808,606575.391,116032.0109,2468.350098
401.0600732,606575.8916,116031.5629,2468.5
401.7318656,606576.3923,116031.115,2468.629883
402.403658,606576.8929,116030.667,2468.77002
403.0754504,606577.3936,116030.2191,2468.879883
403.7472429,606577.8942,116029.7711,2468.949951
404.4190353,606578.3949,116029.3232,2468.98999
405.0908277,606578.8955,116028.8752,2469.030029
405.7626201,606579.3962,116028.4273,2469.030029
406.4344125,606579.8968,116027.9794,2469.040039
407.106205,606580.3975,116027.5314,2469.120117
407.7779974,606580.8981,116027.0835,2469.179932
408.4497898,606581.3988,116026.6355,2469.189941
409.1215822,606581.8994,116026.1876,2469.25
409.7933746,606582.4001,116025.7396,2469.350098
410.465167,606582.9007,116025.2917,2469.449951
411.1369595,606583.4014,116024.8437,2469.620117
411.8087519,606583.902,116024.3958,2469.800049
412.4805443,606584.4026,116023.9478,2469.98999
413.1523367,606584.9033,116023.4999,2470.189941
413.8241291,606585.4039,116023.0519,2470.25
414.4959215,606585.9046,116022.604,2470.419922
415.167714,606586.4052,116022.156,2470.600098
415.8395064,606586.9059,116021.7081,2470.72998
416.5112988,606587.4065,116021.2601,2470.820068
417.1830912,606587.9072,116020.8122,2470.939941
417.8548836,606588.4078,116020.3642,2471.02002
418.526676,606588.9085,116019.9163,2471.120117
419.1984685,606589.4091,116019.4684,2471.22998
419.8702609,606589.9098,116019.0204,2471.340088
420.5420533,606590.4104,116018.5725,2471.47998
421.2138457,606590.9111,116018.1245,2471.620117
421.8856381,606591.4117,116017.6766,2471.75
422.5574306,606591.9124,116017.2286,2471.820068
423.229223,606592.413,116016.7807,2471.909912
423.9010154,606592.9137,116016.3327,2471.969971
424.5728078,606593.4143,116015.8848,2472.090088
425.2446002,606593.915,116015.4368,2472.189941
425.9163926,606594.4156,116014.9889,2472.310059
426.5881851,606594.9163,116014.5409,2472.389893
427.2599775,606595.4169,116014.093,2472.47998
427.9317699,606595.9175,116013.645,2472.590088
428.6035623,606596.4182,116013.1971,2472.669922
429.2753547,606596.9188,116012.7491,2472.77002
429.9471471,606597.4195,116012.3012,2472.879883
430.6189396,606597.9201,116011.8532,2472.959961
431.290732,606598.4208,116011.4053,2473.060059
431.9625244,606598.9214,116010.9574,2473.159912
432.6343168,606599.4221,116010.5094,2473.22998
433.3061092,606599.9227,116010.0615,2473.350098
433.9779016,606600.4234,116009.6135,2473.419922
434.6496941,606600.924,116009.1656,2473.5
435.3214865,606601.4247,116008.7176,2473.610107
435.9932789,606601.9253,116008.2697,2473.709961
436.6650713,606602.426,116007.8217,2473.889893
437.3368637,606602.9266,116007.3738,2473.969971
438.0086562,606603.4273,116006.9258,2474.129883
438.6804486,606603.9279,116006.4779,2474.199951
439.352241,606604.4286,116006.0299,2474.26001
440.0240334,606604.9292,116005.582,2474.330078
440.6958258,606605.4299,116005.134,2474.5
441.3676182,606605.9305,116004.6861,2474.639893
442.0394107,606606.4311,116004.2381,2474.73999
442.7112031,606606.9318,116003.7902,2474.850098
443.3829955,606607.4324,116003.3422,2474.959961
444.0547879,606607.9331,116002.8943,2474.969971
444.7265803,606608.4337,116002.4464,2475.199951
445.3983727,606608.9344,116001.9984,2475.409912
446.0701652,606609.435,116001.5505,2475.47998
446.7419576,606609.9357,116001.1025,2475.649902
447.41375,606610.4363,116000.6546,2475.820068
448.0855424,606610.937,116000.2066,2476.01001
448.7573348,606611.4376,115999.7587,2476.169922
449.4291272,606611.9383,115999.3107,2476.330078
450.1009197,606612.4389,115998.8628,2476.459961
450.7727121,606612.9396,115998.4148,2476.540039
451.4445045,606613.4402,115997.9669,2476.689941
452.1162969,606613.9409,115997.5189,2476.780029
452.7880893,606614.4415,115997.071,2476.870117
453.4598818,606614.9422,115996.623,2477.090088
454.1316742,606615.4428,115996.1751,2477.26001
454.8034666,606615.9435,115995.7271,2477.399902
455.475259,606616.4441,115995.2792,2477.5
456.1470514,606616.9448,115994.8312,2477.47998
456.8188438,606617.4454,115994.3833,2477.550049
457.4906363,606617.946,115993.9354,2477.639893
458.1624287,606618.4467,115993.4874,2477.719971
458.8342211,606618.9473,115993.0395,2477.909912
459.5060135,606619.448,115992.5915,2478.01001
460.1778059,606619.9486,115992.1436,2478.169922
460.8495983,606620.4493,115991.6956,2478.310059
461.5213908,606620.9499,115991.2477,2478.399902
462.1931832,606621.4506,115990.7997,2478.530029
462.8649756,606621.9512,115990.3518,2478.610107
463.536768,606622.4519,115989.9038,2478.689941
464.2085604,606622.9525,115989.4559,2478.800049
464.8803528,606623.4532,115989.0079,2478.919922
465.5521453,606623.9538,115988.56,2479.01001
466.2239377,606624.4545,115988.112,2479.149902
466.8957301,606624.9551,115987.6641,2479.25
467.5675225,606625.4558,115987.2161,2479.370117
468.2393149,606625.9564,115986.7682,2479.459961
468.9111074,606626.4571,115986.3202,2479.590088
469.5828998,606626.9577,115985.8723,2479.72998
470.2546922,606627.4584,115985.4244,2479.669922
470.9264846,606627.959,115984.9764,2479.75
471.598277,606628.4597,115984.5285,2479.850098
472.2700694,606628.9603,115984.0805,2479.909912
472.9418619,606629.4609,115983.6326,2480.040039
473.6136543,606629.9616,115983.1846,2480.129883
474.2854467,606630.4622,115982.7367,2480.26001
474.9572391,606630.9629,115982.2887,2480.340088
475.6290315,606631.4635,115981.8408,2480.47998
476.3008239,606631.9642,115981.3928,2480.689941
476.9726164,606632.4648,115980.9449,2480.830078
477.6444088,606632.9655,115980.4969,2481.040039
478.3162012,606633.4661,115980.049,2481.080078
478.9879936,606633.9668,115979.601,2481.179932
479.659786,606634.4674,115979.1531,2481.320068
480.3315784,606634.9681,115978.7051,2481.459961
481.0033709,606635.4687,115978.2572,2481.610107
481.6751633,606635.9694,115977.8092,2481.709961
482.3469557,606636.47,115977.3613,2481.830078
483.0187481,606636.9707,115976.9134,2481.969971
483.6905405,606637.4713,115976.4654,2482.060059
484.362333,606637.972,115976.0175,2482.090088
485.0341254,606638.4726,115975.5695,2482.199951
485.7059178,606638.9733,115975.1216,2482.360107
486.3777102,606639.4739,115974.6736,2482.439941
487.0495026,606639.9746,115974.2257,2482.550049
487.721295,606640.4752,115973.7777,2482.639893
488.3930875,606640.9758,115973.3298,2482.780029
489.0648799,606641.4765,115972.8818,2482.919922
489.7366723,606641.9771,115972.4339,2483.080078
490.4084647,606642.4778,115971.9859,2483.209961
491.0802571,606642.9784,115971.538,2483.280029
491.7520495,606643.4791,115971.09,2483.439941
492.423842,606643.9797,115970.6421,2483.590088
493.0956344,606644.4804,115970.1941,2483.77002
493.7674268,606644.981,115969.7462,2483.939941
494.4392192,606645.4817,115969.2982,2484.060059
495.1110116,606645.9823,115968.8503,2484.219971
495.7828041,606646.483,115968.4024,2484.340088
496.4545965,606646.9836,115967.9544,2484.5
497.1263889,606647.4843,115967.5065,2484.48999
497.7981813,606647.9849,115967.0585,2484.73999
498.4699737,606648.4856,115966.6106,2484.850098
499.1417661,606648.9862,115966.1626,2484.949951
499.8135586,606649.4869,115965.7147,2485.169922
500.485351,606649.9875,115965.2667,2485.330078
501.1571434,606650.4882,115964.8188,2485.449951
501.8289358,606650.9888,115964.3708,2485.550049
502.5007282,606651.4894,115963.9229,2485.669922
503.1725206,606651.9901,115963.4749,2485.830078
503.8443131,606652.4907,115963.027,2485.909912
504.5161055,606652.9914,115962.579,2486.060059
505.1878979,606653.492,115962.1311,2486.149902
505.8596903,606653.9927,115961.6831,2486.25
506.5314827,606654.4933,115961.2352,2486.370117
507.2032751,606654.994,115960.7872,2486.469971
507.8750676,606655.4946,115960.3393,2486.530029
508.54686,606655.9953,115959.8914,2486.570068
509.2186524,606656.4959,115959.4434,2486.620117
509.8904448,606656.9966,115958.9955,2486.889893
